date,service,cost,cpu_usage,memory_usage,storage_gb,network_gb
2027-06-12,EC2,102.88,63.33,61.19,196.59,7.67
2027-06-13,EC2,95.36,59.25,68.31,218.2,10.24
2027-06-14,Lambda,102.0,15.48,47.07,304.66,8.08
2027-06-15,Lambda,97.71,36.45,60.45,124.41,11.98
2027-06-16,S3,110.62,73.88,27.71,257.97,13.08
2027-06-17,Lambda,114.35,30.38,73.15,248.66,11.8
2027-06-18,RDS,88.21,40.71,36.58,161.05,14.86
2027-06-19,RDS,80.03,59.24,82.55,210.16,11.25
2027-06-20,EC2,72.46,65.67,55.05,177.12,6.35
2027-06-21,Lambda,107.62,44.97,56.82,209.28,14.09
2027-06-22,S3,83.45,38.05,50.58,275.46,8.18
2027-06-23,RDS,67.71,78.45,55.68,230.28,12.73
2027-06-24,RDS,105.83,84.78,81.28,225.43,14.72
2027-06-25,S3,137.39,69.58,22.68,178.48,11.37
2027-06-26,S3,99.91,51.71,79.15,125.8,5.51
2027-06-27,RDS,112.58,33.83,65.07,189.58,7.25
2027-06-28,RDS,101.23,33.39,41.89,260.33,13.97
2027-06-29,S3,98.52,60.45,43.87,123.64,9.49
2027-06-30,RDS,113.79,58.37,85.15,147.25,10.24
2027-07-01,EC2,95.65,78.03,45.82,206.31,12.28
2027-07-02,EC2,104.01,63.01,42.7,150.77,12.09
2027-07-03,S3,104.83,19.94,77.06,160.37,10.84
2027-07-04,Lambda,89.98,71.04,65.08,178.82,9.37
2027-07-05,S3,114.88,30.04,45.93,131.72,9.06
2027-07-06,S3,97.38,42.32,63.25,151.29,12.57
2027-07-07,Lambda,88.66,55.0,44.61,235.17,11.66
2027-07-08,Lambda,108.05,89.91,76.51,134.63,9.23
2027-07-09,Lambda,86.52,100.0,75.92,120.11,13.25
2027-07-10,EC2,100.42,62.13,67.98,168.5,9.61
2027-07-11,RDS,99.86,46.34,65.42,236.6,7.45
2027-07-12,EC2,116.29,60.69,86.42,190.15,7.72
2027-07-13,RDS,107.12,67.75,60.0,176.77,7.06
2027-07-14,EC2,99.62,43.59,42.27,202.22,9.18
2027-07-15,RDS,112.27,85.9,66.74,112.71,13.7
2027-07-16,EC2,120.85,54.6,91.29,224.74,7.58
2027-07-17,Lambda,108.37,59.95,44.78,219.17,10.57
2027-07-18,S3,100.16,63.32,54.58,179.53,8.03
2027-07-19,EC2,80.32,58.43,66.25,250.3,9.22
2027-07-20,RDS,84.02,66.78,59.19,143.63,5.47
2027-07-21,Lambda,95.42,37.65,45.27,256.4,9.34
2027-07-22,EC2,90.86,38.83,76.83,207.72,9.42
2027-07-23,EC2,97.2,28.0,94.8,183.17,11.62
2027-07-24,Lambda,100.85,58.79,62.94,199.01,10.67
2027-07-25,EC2,107.95,65.58,46.44,194.64,6.4
2027-07-26,S3,819.4513316307643,95.23342409949637,36.77,261.01,13.25
2027-07-27,EC2,107.3,83.49,63.87,146.17,10.63
2027-07-28,S3,100.97,49.89,76.56,161.87,10.6
2027-07-29,S3,70.37,63.37,67.13,251.82,9.97
2027-07-30,Lambda,85.91,28.17,59.96,170.22,8.45
2027-07-31,EC2,97.84,42.26,51.16,245.03,10.65
2027-08-01,Lambda,81.85,63.91,43.62,284.97,11.43
2027-08-02,EC2,109.0,66.98,72.52,179.91,4.76
2027-08-03,EC2,122.96,44.12,73.71,234.07,8.38
2027-08-04,RDS,118.28,48.57,36.81,142.32,9.24
2027-08-05,EC2,96.8,19.64,83.85,237.74,10.77
2027-08-06,Lambda,122.36,42.86,68.61,209.97,13.58
2027-08-07,S3,102.23,67.81,80.99,223.65,7.68
2027-08-08,EC2,94.94,61.5,39.87,167.72,8.51
2027-08-09,RDS,90.8,60.01,39.51,116.95,8.46
2027-08-10,Lambda,95.46,51.0,57.77,225.16,7.6
2027-08-11,EC2,94.18,50.14,67.54,96.83,8.96
2027-08-12,Lambda,102.56,36.79,86.95,184.13,12.31
2027-08-13,RDS,102.41,63.98,70.59,247.06,6.84
2027-08-14,RDS,100.05,58.42,56.36,209.59,11.28
2027-08-15,Lambda,106.55,59.84,44.6,297.42,4.89
2027-08-16,EC2,117.86,39.48,78.45,251.26,8.32
2027-08-17,S3,114.24,6.93,45.53,167.31,9.01
2027-08-18,RDS,77.73,71.94,84.43,201.37,15.02
2027-08-19,EC2,538.0474966704919,96.96840942995307,55.73,197.63,9.18
2027-08-20,EC2,114.01,32.74,83.86,120.89,3.4
2027-08-21,S3,663.6430508445903,95.95936592202251,70.18,152.98,4.0
2027-08-22,RDS,96.63,42.16,57.95,171.96,10.1
2027-08-23,RDS,82.45,71.2,52.21,98.19,11.84
2027-08-24,EC2,72.97,62.34,54.89,202.37,11.13
2027-08-25,EC2,108.12,63.67,66.42,187.55,10.5
2027-08-26,S3,111.39,22.68,61.16,116.36,13.49
2027-08-27,S3,91.35,74.24,51.09,220.21,8.38
2027-08-28,RDS,61.13,55.23,57.52,235.79,12.68
2027-08-29,Lambda,91.81,42.61,61.18,211.35,5.1
2027-08-30,RDS,105.88,52.87,28.07,183.8,7.29
2027-08-31,EC2,77.82,14.48,66.87,229.57,4.58
2027-09-01,RDS,102.75,58.17,45.3,234.01,9.18
2027-09-02,Lambda,99.77,29.41,42.7,215.37,9.86
2027-09-03,S3,108.69,22.95,34.69,158.77,10.34
2027-09-04,Lambda,101.79,19.55,33.09,213.83,10.19
2027-09-05,Lambda,85.4,72.25,39.67,259.77,7.22
2027-09-06,Lambda,117.95,37.41,49.36,170.17,9.43
2027-09-07,S3,97.62,80.67,89.3,304.9,5.51
2027-09-08,Lambda,99.59,39.28,52.11,173.72,14.09
2027-09-09,Lambda,86.0,15.85,62.67,201.62,9.09
2027-09-10,Lambda,93.35,27.67,66.01,166.38,8.53
2027-09-11,EC2,636.7284416746386,95.94316123212037,61.97,211.16,14.77
2027-09-12,Lambda,97.41,46.88,58.84,112.89,6.27
2027-09-13,S3,125.68,39.03,42.07,172.7,6.62
2027-09-14,Lambda,79.42,53.2,81.76,145.39,6.71
2027-09-15,Lambda,75.8,60.04,87.11,206.77,9.8
2027-09-16,S3,122.07,72.35,34.76,249.72,11.29
2027-09-17,Lambda,96.86,78.97,44.64,232.3,12.22
2027-09-18,S3,89.96,42.8,55.8,81.42,17.72
2027-09-19,Lambda,115.6,23.48,45.53,302.1,3.25
2027-09-20,S3,90.92,41.73,67.59,214.76,11.83
2027-09-21,Lambda,127.39,55.21,49.08,161.18,8.33
2027-09-22,Lambda,110.17,30.72,92.48,207.86,8.24
2027-09-23,EC2,92.68,30.86,77.86,208.81,8.14
2027-09-24,EC2,132.36,56.88,63.19,166.66,7.27
2027-09-25,Lambda,90.91,49.03,75.4,209.9,15.05
2027-09-26,Lambda,111.13,50.66,76.59,169.63,12.53
2027-09-27,RDS,104.49,34.83,51.54,179.78,10.07
